rs_id,gene_symbol,clinvar_variation_id,clinical_signficance,medgen_id,condition_name
rs28936700,CYP1B1,RCV001206715,Pathogenic,C0020302,Congenital glaucoma
rs28936700,CYP1B1,RCV001335112,Pathogenic,C4310623,Anterior segment dysgenesis 6 (ASGD6)
rs28937903,FKRP,RCV000985158,Likely pathogenic,C1846672,"Limb-girdle muscular dystrophy-dystroglycanopathy, type C5 (MDDGC5)"
rs28937903,FKRP,RCV000004447,Pathogenic,C1847759,Congenital muscular dystrophy-dystroglycanopathy (with or without mental retardation) type B5 (MDDGB5)
rs28937903,FKRP,RCV000201040,Pathogenic,C1846672,"Limb-girdle muscular dystrophy-dystroglycanopathy, type C5 (MDDGC5)"
rs28937903,FKRP,RCV000532707,Pathogenic,C0265221,Walker-Warburg congenital muscular dystrophy (MDDGA1)
rs28937903,FKRP,RCV000597675,Pathogenic,CN517202,not provided
rs28937904,FKRP,RCV000004448,Pathogenic,C1847759,Congenital muscular dystrophy-dystroglycanopathy (with or without mental retardation) type B5 (MDDGB5)
rs72653744,ABCC6,RCV000006950,Pathogenic,C0033847,Pseudoxanthoma elasticum (PXE)
rs72653744,ABCC6,RCV000255402,Pathogenic,CN517202,not provided
rs72653744,ABCC6,RCV001335745,Pathogenic,C3276161,Generalized arterial calcification of infancy 2 (GACI2)
rs28940268,ABCA12,RCV000002988,Pathogenic,C1832550,Autosomal recessive congenital ichthyosis 4A (LI2)
rs28940269,ABCA12,RCV000002989,Pathogenic,C1832550,Autosomal recessive congenital ichthyosis 4A (LI2)
rs28940269,ABCA12,RCV000255645,Pathogenic,CN517202,not provided
rs28940269,ABCA12,RCV000763068,Likely pathogenic,,
rs28940270,ABCA12,RCV000002991,Pathogenic,C1832550,Autosomal recessive congenital ichthyosis 4A (LI2)
rs28940271,ABCA12,RCV000002992,Pathogenic,C1832550,Autosomal recessive congenital ichthyosis 4A (LI2)
rs28940568,ABCA12,RCV000002990,Pathogenic,C1832550,Autosomal recessive congenital ichthyosis 4A (LI2)
rs28940578,MEFV,RCV000002648,Conflicting interpretations of pathogenicity,C0031069,Familial Mediterranean fever (FMF)
rs28940578,MEFV,RCV000002664,Pathogenic,C1851347,"Familial mediterranean fever, autosomal dominant (DFMF)"
rs28940578,MEFV,RCV000220431,Pathogenic,CN517202,not provided
rs28940578,MEFV,RCV000589706,Pathogenic,C1851347,"Familial mediterranean fever, autosomal dominant (DFMF)"
rs28940578,MEFV,RCV000763380,Pathogenic,,
rs28940578,MEFV,RCV000999740,Pathogenic,CN235283,none provided
rs28940579,MEFV,RCV000002649,Pathogenic/Likely pathogenic,C0031069,Familial Mediterranean fever (FMF)
rs28940579,MEFV,RCV000220654,Pathogenic,CN517202,not provided
rs28940579,MEFV,RCV000515437,Pathogenic,,
rs28940579,MEFV,RCV000623003,Pathogenic,C0950123,Inborn genetic diseases
rs28940579,MEFV,RCV000984975,Pathogenic,C1851347,"Familial mediterranean fever, autosomal dominant (DFMF)"
rs28940579,MEFV,RCV000999739,Pathogenic,CN235283,none provided
rs28942084,LDLR,RCV000509393,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs28942111,PCSK9,RCV000003007,Pathogenic,C1863551,Familial hypercholesterolemia 3 (FHCL3)
rs28942111,PCSK9,RCV000505185,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs312262728,SPG11,RCV000034301,Pathogenic,C1858479,"Spastic paraplegia 11, autosomal recessive (SPG11)"
rs312262728,SPG11,RCV001092499,Pathogenic,CN517202,not provided
rs33915217,LOC106099062,RCV000016707,Pathogenic,C3841475,Beta-plus-thalassemia
rs33915217,LOC106099062,RCV000030004,Pathogenic/Likely pathogenic,C0005283,beta Thalassemia (BTHAL)
rs33915217,LOC106099062,RCV001216321,Pathogenic,CN517202,not provided
rs33915217,LOC106099062,RCV001289707,Pathogenic,CN235283,none provided
rs33915217,LOC106099062,RCV000016705,Pathogenic,C3841475,Beta-plus-thalassemia
rs33915217,LOC106099062,RCV000020341,Pathogenic,C0005283,beta Thalassemia (BTHAL)
rs33915217,LOC106099062,RCV000255746,Pathogenic,CN517202,not provided
rs33915217,LOC106099062,RCV000508244,Pathogenic,CN235283,none provided
rs33915217,LOC106099062,RCV000763253,Pathogenic,,
rs33915217,LOC106099062,RCV001004348,Pathogenic,C0002895,Hb SS disease (SCD)
rs33915217,LOC106099062,RCV000016706,Pathogenic,C3841475,Beta-plus-thalassemia
rs33915217,LOC106099062,RCV000030005,Pathogenic,C0002875,Beta thalassemia major (BTHAL-MJR)
rs33915217,LOC106099062,RCV000505898,Pathogenic,CN517202,not provided
rs33915217,LOC106099062,RCV000506613,Pathogenic,CN235283,none provided
rs33915217,LOC106099062,RCV000984182,Pathogenic,C0005283,beta Thalassemia (BTHAL)
rs33980857,HBB,RCV000016725,Pathogenic,C3841475,Beta-plus-thalassemia
rs33980857,HBB,RCV000029962,Pathogenic,C0005283,beta Thalassemia (BTHAL)
rs33980857,HBB,RCV000508486,Pathogenic/Likely pathogenic,CN517202,not provided
rs33980857,HBB,RCV001000147,Pathogenic,CN169374,not specified
rs33930165,LOC106099062,RCV000016251,other,,HEMOGLOBIN ARLINGTON PARK
rs33930165,LOC106099062,RCV000016284,Pathogenic,,HEMOGLOBIN C
rs33930165,LOC106099062,RCV000016285,protective,C2720293,"Malaria, resistance to"
rs33930165,LOC106099062,RCV000202507,Pathogenic,C0002895,Hb SS disease (SCD)
rs33930165,LOC106099062,RCV000224028,Pathogenic,CN517202,not provided
rs33930165,LOC106099062,RCV000576347,Pathogenic,C0005283,beta Thalassemia (BTHAL)
rs33930165,LOC106099062,RCV000999923,Pathogenic,CN235283,none provided
rs33930165,LOC106099062,RCV000016448,other,,HEMOGLOBIN MACHIDA
rs33931746,HBB,RCV000016729,Pathogenic,C3841475,Beta-plus-thalassemia
rs33931746,HBB,RCV000029960,Pathogenic/Likely pathogenic,C0005283,beta Thalassemia (BTHAL)
rs33931746,HBB,RCV000506257,Pathogenic,CN517202,not provided
rs33931746,HBB,RCV001000122,Pathogenic,CN235283,none provided
rs33931746,HBB,RCV001004362,Pathogenic,C0002895,Hb SS disease (SCD)
rs33931746,HBB,RCV000016728,Pathogenic,C3841475,Beta-plus-thalassemia
rs33931746,HBB,RCV000508592,Pathogenic,CN517202,not provided
rs33931746,HBB,RCV000589656,Pathogenic,C0005283,beta Thalassemia (BTHAL)
rs33931746,HBB,RCV001000146,Pathogenic,CN169374,not specified
rs33931746,HBB,RCV001004363,Pathogenic,C0002895,Hb SS disease (SCD)
rs33943001,LOC106099062,RCV000016769,Pathogenic,C0271980,beta^0^ Thalassemia
rs33943001,LOC106099062,RCV000506434,Pathogenic,CN517202,not provided
rs33943001,LOC106099062,RCV001078336,Pathogenic,C0005283,beta Thalassemia (BTHAL)
rs33943001,LOC106099062,RCV001287758,Pathogenic,CN235283,none provided
rs33943001,LOC106099062,RCV000016704,Pathogenic,C0271980,beta^0^ Thalassemia
rs33943001,LOC106099062,RCV000508208,Pathogenic,CN517202,not provided
rs33943001,LOC106099062,RCV000587419,Pathogenic,C0005283,beta Thalassemia (BTHAL)
rs33971440,LOC106099062,RCV000016694,Pathogenic,C0271980,beta^0^ Thalassemia
rs33971440,LOC106099062,RCV000020340,Pathogenic,C0005283,beta Thalassemia (BTHAL)
rs33971440,LOC106099062,RCV000390929,Pathogenic,CN517202,not provided
rs33971440,LOC106099062,RCV000508514,Pathogenic,CN235283,none provided
rs33971440,LOC106099062,RCV000763254,Pathogenic,,
rs33971440,LOC106099062,RCV001004350,Pathogenic,C0002895,Hb SS disease (SCD)
rs33971440,LOC106099062,RCV001329338,Pathogenic,C1841621,Fetal hemoglobin quantitative trait locus 1 (HBFQTL1)
rs33971440,LOC106099062,RCV000016695,Pathogenic,C0271980,beta^0^ Thalassemia
rs33971440,LOC106099062,RCV000169505,Pathogenic/Likely pathogenic,C0005283,beta Thalassemia (BTHAL)
rs33971440,LOC106099062,RCV000506724,Pathogenic,CN235283,none provided
rs33971440,LOC106099062,RCV000507580,Pathogenic,CN517202,not provided
rs33971440,LOC106099062,RCV001004349,Pathogenic,C0002895,Hb SS disease (SCD)
rs33945777,LOC106099062,RCV000759065,Pathogenic,CN517202,not provided
rs33945777,LOC106099062,RCV001170018,Pathogenic,C0005283,beta Thalassemia (BTHAL)
rs33945777,LOC106099062,RCV000016696,Pathogenic,C0271980,beta^0^ Thalassemia
rs33945777,LOC106099062,RCV000020332,Pathogenic,C0005283,beta Thalassemia (BTHAL)
rs33945777,LOC106099062,RCV000255349,Pathogenic,CN517202,not provided
rs33945777,LOC106099062,RCV000506249,Pathogenic,CN235283,none provided
rs33945777,LOC106099062,RCV000763249,Pathogenic,,
rs33945777,LOC106099062,RCV001004566,Pathogenic,C0002895,Hb SS disease (SCD)
rs33945777,LOC106099062,RCV000169544,Likely pathogenic,C0005283,beta Thalassemia (BTHAL)
rs33956879,LOC106099062,RCV000016697,Pathogenic,C0271980,beta^0^ Thalassemia
rs33956879,LOC106099062,RCV000759805,Pathogenic,CN517202,not provided
rs33956879,LOC106099062,RCV001001413,Pathogenic,CN169374,not specified
rs33956879,LOC106099062,RCV001078334,Pathogenic,C0005283,beta Thalassemia (BTHAL)
rs33956879,LOC106099062,RCV000016739,Pathogenic,C0271980,beta^0^ Thalassemia
rs33956879,LOC106099062,RCV000506130,Pathogenic,CN517202,not provided
rs33956879,LOC106099062,RCV000665219,Pathogenic,C0005283,beta Thalassemia (BTHAL)
rs33956879,LOC106099062,RCV001289708,Pathogenic,CN235283,none provided
rs33956879,LOC106099062,RCV000030003,Pathogenic,C0005283,beta Thalassemia (BTHAL)
rs33956879,LOC106099062,RCV000506748,Pathogenic,CN517202,not provided
rs33956879,LOC106099062,RCV001000120,Pathogenic,CN235283,none provided
rs63749819,LOC106099062,RCV000016674,Pathogenic,C0271980,beta^0^ Thalassemia
rs63749819,LOC106099062,RCV000506769,Pathogenic,CN235283,none provided
rs63749819,LOC106099062,RCV000576555,Pathogenic,C0005283,beta Thalassemia (BTHAL)
rs63749819,LOC106099062,RCV001004359,Pathogenic,C0002895,Hb SS disease (SCD)
rs63749819,LOC106099062,RCV001008068,Pathogenic,CN517202,not provided
rs34637584,LRRK2,RCV000002017,Pathogenic,C1846862,"Parkinson disease 8, autosomal dominant (PARK8)"
rs34637584,LRRK2,RCV000325492,Pathogenic,CN517202,not provided
rs34637584,LRRK2,RCV000622347,Pathogenic,C0950123,Inborn genetic diseases
rs34637584,LRRK2,RCV001195216,risk factor,C4275179,Young-onset Parkinson disease
rs55739947,LRRK1,RCV000892937,Benign,CN517202,not provided
rs36053993,MUTYH,RCV000799940,Uncertain significance,C1837991,MYH-associated polyposis (FAP2)
rs36053993,MUTYH,RCV000005614,Pathogenic,C1837991,MYH-associated polyposis (FAP2)
rs36053993,MUTYH,RCV000005615,Pathogenic,C0007103,Endometrial cancer
rs36053993,MUTYH,RCV000079501,Pathogenic,CN517202,not provided
rs36053993,MUTYH,RCV000115748,Pathogenic/Likely pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs36053993,MUTYH,RCV000121598,not provided,CN169374,not specified
rs36053993,MUTYH,RCV000144637,Pathogenic,C0699790,Carcinoma of colon (CRC)
rs36053993,MUTYH,RCV000477907,Pathogenic,,
rs36053993,MUTYH,RCV000493920,Likely pathogenic,C1868072,Small intestine carcinoid
rs36053993,MUTYH,RCV000501239,Pathogenic,CN068899,"Colorectal adenomatous polyposis, autosomal recessive, with pilomatricomas"
rs36053993,MUTYH,RCV000515320,Pathogenic,,
rs36053993,MUTYH,RCV001262769,Pathogenic,C4721610,Ovarian carcinoma
rs36053993,MUTYH,RCV001282788,Pathogenic,CN235283,none provided
rs364897,LOC106627981,RCV000004557,Pathogenic,C1961835,"Gaucher's disease, type 1 (GD1)"
rs364897,LOC106627981,RCV000004558,Pathogenic,C0268251,Subacute neuronopathic Gaucher's disease (GD3)
rs364897,LOC106627981,RCV000020156,Likely pathogenic,C0017205,Gaucher disease
rs364897,LOC106627981,RCV000723402,Pathogenic,CN517202,not provided
rs364897,LOC106627981,RCV001004131,Pathogenic,,
rs368345612,ASAH1,RCV000515786,Pathogenic/Likely pathogenic,C0022548,Keloid formation
rs369973784,AGL,RCV000001157,Pathogenic,C1968740,Glycogen storage disease IIIb
rs369973784,AGL,RCV000001158,Pathogenic,C1968739,Glycogen storage disease IIIa (GSD IIIa)
rs369973784,AGL,RCV000020379,Pathogenic/Likely pathogenic,C0017922,Glycogen storage disease type III (GSD3)
rs369973784,AGL,RCV000675344,Pathogenic,CN517202,not provided
rs776977863,AGL,RCV000169313,Likely pathogenic,C0017922,Glycogen storage disease type III (GSD3)
rs776977863,AGL,RCV000811556,Pathogenic,C0017922,Glycogen storage disease type III (GSD3)
rs372392424,PIGG,RCV000210937,Uncertain significance,C4310794,"Mental retardation, autosomal recessive 53 (MRT53)"
rs372392424,PIGG,RCV000856757,Pathogenic,C4551502,Hyperphosphatasia with mental retardation syndrome 1 (HPMRS1)
rs869320772,PIGG,RCV000210943,Pathogenic,C4310794,"Mental retardation, autosomal recessive 53 (MRT53)"
rs869320773,PIGG,RCV000210941,Pathogenic,C4310794,"Mental retardation, autosomal recessive 53 (MRT53)"
rs3743930,MEFV,RCV000002651,Benign/Likely benign,C0031069,Familial Mediterranean fever (FMF)
rs3743930,MEFV,RCV000002664,Pathogenic,C1851347,"Familial mediterranean fever, autosomal dominant (DFMF)"
rs3743930,MEFV,RCV000218652,Conflicting interpretations of pathogenicity,CN169374,not specified
rs3743930,MEFV,RCV000513398,Conflicting interpretations of pathogenicity,CN517202,not provided
rs3743930,MEFV,RCV000761446,Conflicting interpretations of pathogenicity,C1851347,"Familial mediterranean fever, autosomal dominant (DFMF)"
rs3743930,MEFV,RCV000768024,Uncertain significance,,
rs3743930,MEFV,RCV001283338,Benign,CN235283,none provided
rs61752717,MEFV,RCV000083739,Uncertain significance,C0031069,Familial Mediterranean fever (FMF)
rs61752717,MEFV,RCV000002647,Conflicting interpretations of pathogenicity,C0031069,Familial Mediterranean fever (FMF)
rs61752717,MEFV,RCV000216751,Pathogenic,CN517202,not provided
rs61752717,MEFV,RCV000735284,Pathogenic,,
rs61752717,MEFV,RCV000735306,Pathogenic,,
rs61752717,MEFV,RCV000763381,Pathogenic,,
rs61752717,MEFV,RCV000999741,Pathogenic,CN235283,none provided
rs61752717,MEFV,RCV001028046,Pathogenic/Likely pathogenic,C1851347,"Familial mediterranean fever, autosomal dominant (DFMF)"
rs61752717,MEFV,RCV001197704,Pathogenic,C0085077,Acute febrile neutrophilic dermatosis (AFND)
rs374665929,CAPN3,RCV000201038,Pathogenic,C1869123,"Limb-girdle muscular dystrophy, type 2A (LGMDR1)"
rs374665929,CAPN3,RCV000516175,Pathogenic,CN517202,not provided
rs375495026,LDLR,RCV000238295,Pathogenic/Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs375495026,LDLR,RCV001043441,Likely pathogenic,C0020445,Familial hypercholesterolemia (FH)
rs375495026,LDLR,RCV000148587,Uncertain significance,C0020443,Hypercholesterolaemia
rs375495026,LDLR,RCV000237748,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs375495026,LDLR,RCV001176040,Uncertain significance,C0020445,Familial hypercholesterolemia (FH)
rs875989900,LDLR,RCV000508913,Pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs875989900,LDLR,RCV000211566,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs875989900,LDLR,RCV000494460,Pathogenic,CN517202,not provided
rs875989900,LDLR,RCV000775036,Pathogenic/Likely pathogenic,C0020445,Familial hypercholesterolemia (FH)
rs875989900,LDLR,RCV000844756,Likely pathogenic,C0342881,Homozygous familial hypercholesterolemia
rs375952052,CTNS,RCV000630474,Pathogenic,,
rs375952052,CTNS,RCV000664494,Pathogenic,C2931187,Nephropathic cystinosis (CTNS)
rs376103979,C19orf12,RCV000074453,Pathogenic,C2680446,"Spastic paraplegia 43, autosomal recessive (SPG43)"
rs376103979,C19orf12,RCV000074454,Likely pathogenic,C3280371,Neurodegeneration with brain iron accumulation 4 (NBIA4)
rs376103979,C19orf12,RCV000493663,Likely pathogenic,CN517202,not provided
rs515726205,C19orf12,RCV000024153,Likely pathogenic,C3280371,Neurodegeneration with brain iron accumulation 4 (NBIA4)
rs515726205,C19orf12,RCV000414809,Pathogenic,,
rs515726205,C19orf12,RCV000528859,Pathogenic,C2680446,"Spastic paraplegia 43, autosomal recessive (SPG43)"
rs377267777,MYO7A,RCV000779081,Likely pathogenic,CN239407,MYO7A-Related Disorders
rs377267777,MYO7A,RCV001291102,Likely pathogenic,C1846647,Autosomal recessive non-syndromic sensorineural deafness type DFNB
rs3792267,CAPN10,RCV000005398,risk factor,C0011860,Type 2 diabetes mellitus (T2D)
rs5030952,CAPN10,RCV000005400,risk factor,C0011860,Type 2 diabetes mellitus (T2D)
rs386134173,ALS2,RCV000004655,Pathogenic,C1859807,Amyotrophic lateral sclerosis type 2 (ALS2)
rs386833437,AGA,RCV000671008,Likely pathogenic,C0268225,Aspartylglucosaminuria (AGU)
rs386833437,AGA,RCV000000251,Likely pathogenic,C0268225,Aspartylglucosaminuria (AGU)
rs386834170,AMN,RCV000005037,Pathogenic,C4016948,Imerslund-Gräsbeck syndrome 2 (IGS2)
rs386834170,AMN,RCV000050164,Likely pathogenic,C4551825,Imerslund-Gräsbeck syndrome (MGA1)
rs386834170,AMN,RCV001280864,Pathogenic,C4016819,Imerslund-Gräsbeck syndrome 1 (IGS1)
rs80356997,BRCA1,RCV001022401,Likely benign,C0027672,Hereditary cancer-predisposing syndrome
rs80356997,BRCA1,RCV000132271,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs80356997,BRCA1,RCV000241288,Pathogenic,C2676676,"Breast-ovarian cancer, familial 1 (BROVCA1)"
rs80356997,BRCA1,RCV000793983,Pathogenic,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs80356997,BRCA1,RCV000048544,Pathogenic,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs80356997,BRCA1,RCV000112330,Pathogenic,C2676676,"Breast-ovarian cancer, familial 1 (BROVCA1)"
rs80356997,BRCA1,RCV000162877,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs80356997,BRCA1,RCV000236736,Pathogenic,CN517202,not provided
rs80357254,BRCA1,RCV000031135,Pathogenic,C2676676,"Breast-ovarian cancer, familial 1 (BROVCA1)"
rs80357254,BRCA1,RCV000048361,Pathogenic,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs80357254,BRCA1,RCV001271016,Pathogenic,CN221562,Breast and/or ovarian cancer
rs80357254,BRCA1,RCV000077134,Uncertain significance,C2676676,"Breast-ovarian cancer, familial 1 (BROVCA1)"
rs80357254,BRCA1,RCV000218431,Uncertain significance,C0027672,Hereditary cancer-predisposing syndrome
rs80357254,BRCA1,RCV000234532,Uncertain significance,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs80357254,BRCA1,RCV000759529,Uncertain significance,CN517202,not provided
rs80357254,BRCA1,RCV001193691,Uncertain significance,CN169374,not specified
rs80357391,BRCA1,RCV000818443,Uncertain significance,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs80357391,BRCA1,RCV000111751,Pathogenic,C2676676,"Breast-ovarian cancer, familial 1 (BROVCA1)"
rs80357391,BRCA1,RCV000131903,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs80357391,BRCA1,RCV000212166,Pathogenic,CN517202,not provided
rs80357786,BRCA1,RCV000031043,Pathogenic,C2676676,"Breast-ovarian cancer, familial 1 (BROVCA1)"
rs80357786,BRCA1,RCV000132306,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs80357786,BRCA1,RCV000481946,Pathogenic,CN517202,not provided
rs80357786,BRCA1,RCV000587984,Pathogenic,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs80357915,BRCA1,RCV000048605,Pathogenic,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs80357915,BRCA1,RCV000112364,Pathogenic,C2676676,"Breast-ovarian cancer, familial 1 (BROVCA1)"
rs80357915,BRCA1,RCV000131883,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs80357915,BRCA1,RCV000657506,Pathogenic,CN517202,not provided
rs80358928,BRCA2,RCV000077396,Pathogenic,C2675520,"Breast-ovarian cancer, familial 2 (BROVCA2)"
rs80358928,BRCA2,RCV000215667,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs80358928,BRCA2,RCV000496229,Pathogenic,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs80358928,BRCA2,RCV000681960,Pathogenic,CN517202,not provided
rs80359297,BRCA2,RCV000043855,Pathogenic,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs80359297,BRCA2,RCV000077260,Pathogenic,C2675520,"Breast-ovarian cancer, familial 2 (BROVCA2)"
rs80359297,BRCA2,RCV000130097,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs80359297,BRCA2,RCV000759580,Pathogenic,CN517202,not provided
rs80359297,BRCA2,RCV001287175,Pathogenic,CN235283,none provided
rs81002823,BRCA2,RCV000113688,Pathogenic,C2675520,"Breast-ovarian cancer, familial 2 (BROVCA2)"
rs81002823,BRCA2,RCV000496680,Pathogenic,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs81002823,BRCA2,RCV000509699,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs81002823,BRCA2,RCV000113689,Pathogenic,C2675520,"Breast-ovarian cancer, familial 2 (BROVCA2)"
rs81002823,BRCA2,RCV000220759,Pathogenic/Likely pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs81002823,BRCA2,RCV000235662,Pathogenic,CN517202,not provided
rs81002823,BRCA2,RCV000504523,Pathogenic,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs81002823,BRCA2,RCV000735596,Pathogenic,CN221562,Breast and/or ovarian cancer
rs879255281,BRCA1,RCV000239128,Pathogenic,C2676676,"Breast-ovarian cancer, familial 1 (BROVCA1)"
rs879255281,BRCA1,RCV000637730,Pathogenic,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs879255281,BRCA1,RCV001281720,Pathogenic,CN517202,not provided
rs80356936,BRCA1,RCV000494963,Likely benign,C2676676,"Breast-ovarian cancer, familial 1 (BROVCA1)"
rs80356936,BRCA1,RCV001018251,Likely benign,C0027672,Hereditary cancer-predisposing syndrome
rs80356936,BRCA1,RCV000256681,Pathogenic,C2676676,"Breast-ovarian cancer, familial 1 (BROVCA1)"
rs80356936,BRCA1,RCV001269739,Pathogenic,CN517202,not provided
